idx,title,rank_99,rank_85,rank_50,rank_by_inbound_links,pr_50,pr_85,pr_99,N_inbound_links,N_outbound_links,link
933,Starke Eigenschaft T,1077,964,828,969,0.0005124349953683968,0.0001974651247062041,1.4859254007840717e-05,2,4,/wiki/Starke_Eigenschaft_T
705,Ungleichung von Ljapunow,884,965,916,833,0.0004899718208243599,0.00019741956017545344,4.573344336471438e-05,3,5,/wiki/Ungleichung_von_Ljapunow
438,Varifaltigkeit,747,966,1037,969,0.00045637384000094835,0.00019728821710292553,9.255415277251615e-05,2,8,/wiki/Varifaltigkeit
1129,Übergangshalbgruppe,895,967,886,641,0.0004963984397947591,0.000196999194179586,4.329295428092137e-05,5,8,/wiki/%C3%9Cbergangshalbgruppe
627,Isonormaler Gauß-Prozess,876,968,935,724,0.0004833860287133068,0.00019685936875635192,4.923058951257879e-05,4,9,/wiki/Isonormaler_Gau%C3%9F-Prozess
490,Reduktionsprinzip,830,969,1047,833,0.00045083450123901525,0.0001963547684047573,6.117609669370655e-05,3,13,/wiki/Reduktionsprinzip
1005,M-Schätzer,1017,970,839,833,0.000507788422293976,0.00019536078796980478,1.7591830119719798e-05,3,8,/wiki/M-Sch%C3%A4tzer
991,Huber-k-Schätzer,1017,970,839,833,0.000507788422293976,0.00019536078796980478,1.7591830119719798e-05,3,4,/wiki/Huber-k-Sch%C3%A4tzer
978,Äquivarianter Schätzer,965,972,857,724,0.0005036030526317282,0.0001951813675142805,2.789607077273346e-05,4,10,/wiki/%C3%84quivarianter_Sch%C3%A4tzer
789,ARCH-Modelle,813,973,1020,833,0.0004615976029713055,0.00019504446684436442,6.822581179813417e-05,3,11,/wiki/ARCH-Modelle
184,Stochastische Ordnung,954,974,879,724,0.0004977885037013892,0.00019491667277322797,2.9924867027678064e-05,4,8,/wiki/Stochastische_Ordnung
912,Ergodenzerlegung,938,975,866,833,0.0005009564036424006,0.0001934799394710789,3.3527665427776126e-05,3,11,/wiki/Ergodenzerlegung
130,Possibilitätstheorie,980,976,853,833,0.0005048677410366271,0.00019309939042416017,2.4139494196435477e-05,3,5,/wiki/Possibilit%C3%A4tstheorie
1171,Logarithmische Gammaverteilung,722,977,1101,833,0.00044050818288469734,0.00019256799965472254,0.00010264654525462347,3,13,/wiki/Logarithmische_Gammaverteilung
283,Harry Reuter,1006,978,903,969,0.0004922992128601891,0.00019246228760413497,2.0430532145094966e-05,2,5,/wiki/Harry_Reuter
992,Identifikationsproblem,984,979,899,969,0.000493215400187713,0.00019138585912222426,2.3932473847329457e-05,2,3,/wiki/Identifikationsproblem
586,Satz über Typenkonvergenz,971,980,884,724,0.0004965563128766295,0.0001912307614009352,2.6298669798708855e-05,4,6,/wiki/Satz_%C3%BCber_Typenkonvergenz
1103,Detailed Balance,930,981,1000,833,0.00046706486668388725,0.00019104516167399349,3.5163545202902276e-05,3,11,/wiki/Detailed_Balance
1230,McNemar-Test,872,982,1041,641,0.0004534798810616461,0.00019078898530596331,5.04228016606774e-05,5,10,/wiki/McNemar-Test
629,Kanonischer stochastischer Prozess,908,983,999,724,0.0004683192987415707,0.0001902056168839215,4.050257566936647e-05,4,12,/wiki/Kanonischer_stochastischer_Prozess
867,Identisch verteilt,767,984,1051,833,0.0004493374462931943,0.000189712612226079,8.550745007188734e-05,3,50,/wiki/Identisch_verteilt
961,Rein atomares Maß,829,985,1010,833,0.00046394070251654985,0.0001894179506030787,6.210716190776264e-05,3,9,/wiki/Rein_atomares_Ma%C3%9F
915,Ergodischer Fluss,994,986,874,969,0.0004985978529781534,0.00018936911450296472,2.253214785996411e-05,2,4,/wiki/Ergodischer_Fluss
729,Deviance Information Criterion,1016,987,892,969,0.0004955264729231637,0.00018916956528800536,1.7771646161340342e-05,2,3,/wiki/Deviance_Information_Criterion
771,Irwin-Hall-Verteilung,774,988,1050,969,0.0004494508691603744,0.00018827682727563967,8.364002532070032e-05,2,5,/wiki/Irwin-Hall-Verteilung
219,Franz Thomas Bruss,942,989,929,833,0.00048569227796305565,0.00018812230283387545,3.204526445594938e-05,3,5,/wiki/Franz_Thomas_Bruss
1208,Rademacherverteilung,823,990,1094,833,0.000443576032962735,0.0001880993678990755,6.559195886667839e-05,3,78,/wiki/Rademacherverteilung
2,Liste von Zufallszahlengeneratoren,910,991,958,969,0.0004770927306713786,0.00018749446383859754,3.943355171223887e-05,2,4,/wiki/Liste_von_Zufallszahlengeneratoren
258,Ihor Kowalenko (Mathematiker),1086,992,841,969,0.000507583539790944,0.00018714083996826421,1.3655901063073599e-05,2,3,/wiki/Ihor_Kowalenko_(Mathematiker)
65,Gibbs-Sampling,977,993,934,724,0.0004836031395853973,0.00018639255574420113,2.4531154670924773e-05,4,9,/wiki/Gibbs-Sampling
747,Probit,1001,994,918,969,0.0004896699598322461,0.00018635341949401805,2.1111624418063677e-05,2,6,/wiki/Probit
1226,Jonckheere-Terpstra-Test,914,995,1006,833,0.0004650211010875784,0.0001853732854149441,3.8458064183534643e-05,3,7,/wiki/Jonckheere-Terpstra-Test
692,Burkholder-Ungleichung,912,996,960,833,0.0004764161371778353,0.00018501894644631656,3.929180435139354e-05,3,5,/wiki/Burkholder-Ungleichung
1055,Exakter Test,924,997,1014,969,0.0004630611670569773,0.00018480585970588647,3.65120187585376e-05,2,64,/wiki/Exakter_Test
34,Epanechnikov-Kern,1087,998,883,969,0.0004968487661136674,0.00018411509441128467,1.3559433489023721e-05,2,3,/wiki/Epanechnikov-Kern
790,ARIMA-Modell,899,999,1133,1134,0.0004347254537041968,0.00018398031071814288,4.251408150874944e-05,1,17,/wiki/ARIMA-Modell
64,Gewinnchance,1088,1000,862,969,0.0005027494108405544,0.00018396262390486684,1.3380389710873814e-05,2,3,/wiki/Gewinnchance
1072,Kreuzvalidierungsverfahren,962,1001,965,833,0.00047598309825943707,0.00018352969772474792,2.869218685954038e-05,3,10,/wiki/Kreuzvalidierungsverfahren
1235,Run-Test,879,1002,1095,641,0.00044311462663737994,0.00018322417422677643,4.807506765872534e-05,5,18,/wiki/Run-Test
967,Stieltjesscher Inhalt,740,1003,1097,969,0.0004423038620114818,0.00018292103461636965,9.692797321002372e-05,2,10,/wiki/Stieltjesscher_Inhalt
1062,Gegenhypothese,941,1004,1035,969,0.00045666752766933044,0.00018290243771678974,3.2458152163563176e-05,2,11,/wiki/Gegenhypothese
213,Erwin Bolthausen,1089,1005,888,969,0.0004961342870137055,0.0001824493829662948,1.3370994969161913e-05,2,4,/wiki/Erwin_Bolthausen
679,Wiener-Wurst,1089,1005,888,969,0.0004961342870137055,0.0001824493829662948,1.3370994969161913e-05,2,6,/wiki/Wiener-Wurst
842,Transferfunktionsmodell,1074,1007,917,833,0.0004898787459314694,0.00018185958277699903,1.5038644374320597e-05,3,7,/wiki/Transferfunktionsmodell
713,Van-Trees-Ungleichung,905,1008,1024,833,0.00046045252216151257,0.0001815988357901483,4.1065749745872286e-05,3,12,/wiki/Van-Trees-Ungleichung
510,Supereffizienter Schätzer,905,1008,1024,833,0.00046045252216151257,0.0001815988357901483,4.1065749745872286e-05,3,9,/wiki/Supereffizienter_Sch%C3%A4tzer
819,Kointegration,1029,1010,907,724,0.0004919995197349794,0.0001814548603439581,1.6417118976748896e-05,4,6,/wiki/Kointegration
1249,Breusch-Pagan-Test,1094,1011,852,969,0.0005049938278532365,0.00018142370852501617,1.3022838247996413e-05,2,4,/wiki/Breusch-Pagan-Test
451,Approximative Pivotstatistik,928,1012,1013,724,0.00046324968183426743,0.0001813958704569731,3.534521311820651e-05,4,12,/wiki/Approximative_Pivotstatistik
544,Gesetz des iterierten Logarithmus,961,1013,946,641,0.0004799896709076864,0.0001812974474434416,2.8787896803808404e-05,5,15,/wiki/Gesetz_des_iterierten_Logarithmus
793,Ausreißermodell,1091,1014,908,969,0.000491894490672327,0.0001809316373397855,1.3347479521830405e-05,2,4,/wiki/Ausrei%C3%9Fermodell
520,Satz von Barankin und Stein,935,1015,1016,724,0.00046224605699877216,0.00018059924330563837,3.4479284426381285e-05,4,10,/wiki/Satz_von_Barankin_und_Stein
463,Einparametriges Modell,864,1016,1104,833,0.0004392164166426612,0.00018051306841060925,5.202754352814629e-05,3,24,/wiki/Einparametriges_Modell
1159,Gaußscher Vektor,1095,1017,872,969,0.0004987593361513444,0.00018027445884984843,1.3016395132405882e-05,2,4,/wiki/Gau%C3%9Fscher_Vektor
69,Harish-Chandra-Integral,831,1018,1032,969,0.0004582546549913438,0.0001796950934408609,6.0718641768805196e-05,2,4,/wiki/Harish-Chandra-Integral
125,Optimaler Transport,1096,1019,890,833,0.0004961342870137054,0.00017969026788521844,1.3012837385297637e-05,3,4,/wiki/Optimaler_Transport
442,Wasserstein-Metrik,1096,1019,890,833,0.0004961342870137054,0.00017969026788521844,1.3012837385297637e-05,3,12,/wiki/Wasserstein-Metrik
652,Random-Walk-Theorie,909,1021,1086,969,0.0004449080211790498,0.0001789895909283895,3.998488543287021e-05,2,9,/wiki/Random-Walk-Theorie
205,Dominique Bakry,1030,1022,930,969,0.0004856161777992141,0.00017816288674105132,1.6181655357376134e-05,2,4,/wiki/Dominique_Bakry
1195,Diskrete Dreiecksverteilung,729,1023,1196,833,0.00041471490463648497,0.00017801471881981107,0.00010046613164339425,3,65,/wiki/Diskrete_Dreiecksverteilung
1236,Scheirer-Ray-Hare-Test,923,1024,1039,833,0.00045453190331868563,0.00017799308435626952,3.664704926776738e-05,3,10,/wiki/Scheirer-Ray-Hare-Test
546,Satz von Gliwenko-Cantelli,844,1025,1099,969,0.0004407333111040319,0.00017700171940530462,5.76097430913468e-05,2,9,/wiki/Satz_von_Gliwenko-Cantelli
1133,Abgeschlossenes Martingal,917,1026,1023,724,0.0004606428228444772,0.00017609004980522765,3.76022907984062e-05,4,12,/wiki/Abgeschlossenes_Martingal
515,Zentrales Schwankungsintervall,902,1027,1049,641,0.00044979644280419124,0.00017588436904858676,4.206677118495088e-05,5,12,/wiki/Zentrales_Schwankungsintervall
491,Regression mit stochastischen Regressoren,878,1028,1106,969,0.0004388459963982441,0.0001758240598996631,4.809362191002595e-05,2,13,/wiki/Regression_mit_stochastischen_Regressoren
526,Blumenthalsches Null-Eins-Gesetz,936,1029,1009,969,0.00046395865171869685,0.0001754784991102144,3.442012647913129e-05,2,6,/wiki/Blumenthalsches_Null-Eins-Gesetz
8,Backward-Algorithmus,1072,1030,955,969,0.00047778891315331456,0.00017522563746791433,1.5190522470801012e-05,2,6,/wiki/Backward-Algorithmus
1265,Steigers Z-Test,885,1031,1135,724,0.00043080588700856385,0.00017457192155495642,4.5430932909255635e-05,4,28,/wiki/Steigers_Z-Test
642,Optionale σ-Algebra,948,1032,1019,833,0.00046161906266727136,0.00017411346050053442,3.107557593581148e-05,3,10,/wiki/Optionale_%CF%83-Algebra
57,Fuzzy-Zufallsvariable,966,1033,994,969,0.0004696891621347756,0.00017398142428153588,2.755993136395452e-05,2,7,/wiki/Fuzzy-Zufallsvariable
1237,Schnelltest nach Tukey,970,1034,1021,724,0.00046147305553404926,0.00017319124292633638,2.6390218970654678e-05,4,9,/wiki/Schnelltest_nach_Tukey
581,Skorochodscher Einbettungssatz,1076,1035,943,724,0.0004824093182699338,0.0001719840576958902,1.4882734349294089e-05,4,6,/wiki/Skorochodscher_Einbettungssatz
995,Inverse Distanzwichtung,1093,1036,945,969,0.00048174449243187917,0.00017158154978725516,1.3218067687887594e-05,2,3,/wiki/Inverse_Distanzwichtung
292,Anatolij Skorochod,1013,1037,947,724,0.0004798039099375129,0.00017110296011888524,1.8318815895790243e-05,4,12,/wiki/Anatolij_Skorochod
899,Varianzreduktion,940,1038,1081,833,0.0004454630821828796,0.00017080564707921267,3.268760558704023e-05,3,14,/wiki/Varianzreduktion
584,Lemma von Stein,993,1039,1033,833,0.00045739254302811134,0.00017077966384354722,2.2651357654825495e-05,3,9,/wiki/Lemma_von_Stein
1027,Schätzproblem,947,1040,1096,833,0.00044292273426575996,0.00016964492486381443,3.1141702870031375e-05,3,16,/wiki/Sch%C3%A4tzproblem
1247,Behrens-Fisher-Problem,964,1041,1038,724,0.00045616403464526783,0.000169580248394441,2.8050472739611462e-05,4,7,/wiki/Behrens-Fisher-Problem
1071,Konsistente Testfolge,949,1042,1080,969,0.0004460833927540121,0.0001681342913112334,3.095071173293877e-05,2,8,/wiki/Konsistente_Testfolge
1021,Regressions-Diskontinuitäts-Analyse,1085,1043,996,969,0.00046914587913691764,0.00016628166241326728,1.3681056096270778e-05,2,5,/wiki/Regressions-Diskontinuit%C3%A4ts-Analyse
701,Hoeffding-Ungleichung,1101,1044,966,833,0.00047550125135832855,0.00016552892392311905,1.1765274125474642e-05,3,10,/wiki/Hoeffding-Ungleichung
1106,Elementare Markoweigenschaft,1092,1045,998,969,0.0004684362771383689,0.00016526149473082688,1.3265630564944958e-05,2,6,/wiki/Elementare_Markoweigenschaft
976,Allgemeiner Test,991,1046,1045,641,0.0004516901511631459,0.00016514630584850158,2.3068588854044474e-05,5,15,/wiki/Allgemeiner_Test
512,Unverfälschter Konfidenzbereich,1021,1047,1012,833,0.0004634339094979696,0.00016487608168495193,1.7490112998089977e-05,3,10,/wiki/Unverf%C3%A4lschter_Konfidenzbereich
1069,Itemanalyse,1121,1048,974,1134,0.00047132757266302064,0.0001644165951149751,1.172456648415315e-05,1,3,/wiki/Itemanalyse
192,Tanaka-Formel,1109,1050,987,1134,0.00047132757266302004,0.00016441659511497506,1.1724566484153175e-05,1,3,/wiki/Tanaka-Formel
163,Satz von Schilder,1109,1050,984,1134,0.0004713275726630201,0.00016441659511497506,1.1724566484153175e-05,1,3,/wiki/Satz_von_Schilder
132,Probabilistische Aussage,1109,1050,982,1134,0.00047132757266302015,0.00016441659511497506,1.1724566484153175e-05,1,3,/wiki/Probabilistische_Aussage
148,Referenzklasse,1106,1050,984,1134,0.0004713275726630201,0.00016441659511497506,1.1724566484153177e-05,1,3,/wiki/Referenzklasse
250,Károly Jordan,1115,1054,987,1134,0.00047132757266302004,0.00016441659511497503,1.1724566484153172e-05,1,3,/wiki/K%C3%A1roly_Jordan
270,Edward Marczewski,1113,1054,987,1134,0.00047132757266302004,0.00016441659511497503,1.1724566484153174e-05,1,3,/wiki/Edward_Marczewski
562,Lovász-Local-Lemma,1103,1054,990,1134,0.00047132757266302,0.00016441659511497503,1.1724566484153182e-05,1,3,/wiki/Lov%C3%A1sz-Local-Lemma
100,Lemma von Varadhan,1109,1054,982,1134,0.00047132757266302015,0.00016441659511497503,1.1724566484153175e-05,1,3,/wiki/Lemma_von_Varadhan
239,Christian Genest,1113,1057,987,1134,0.00047132757266302004,0.000164416595114975,1.1724566484153174e-05,1,3,/wiki/Christian_Genest
942,Glattes Maß,1119,1061,974,1134,0.00047132757266302064,0.00016441659511497498,1.1724566484153158e-05,1,3,/wiki/Glattes_Ma%C3%9F
741,Kelly-Formel,1104,1061,978,1134,0.0004713275726630206,0.00016441659511497498,1.172456648415318e-05,1,3,/wiki/Kelly-Formel
743,Mills-Quotient,1105,1061,978,1134,0.0004713275726630206,0.00016441659511497498,1.1724566484153179e-05,1,3,/wiki/Mills-Quotient
750,Simpson-Paradoxon,1113,1061,980,1134,0.00047132757266302053,0.00016441659511497498,1.1724566484153174e-05,1,3,/wiki/Simpson-Paradoxon
836,Semivarianz,1117,1061,974,1134,0.00047132757266302064,0.00016441659511497498,1.172456648415317e-05,1,3,/wiki/Semivarianz
834,Rekurrenzplot,1115,1061,974,1134,0.00047132757266302064,0.00016441659511497498,1.1724566484153172e-05,1,3,/wiki/Rekurrenzplot
673,Stochastisches System,1106,1061,981,1134,0.00047132757266302037,0.00016441659511497498,1.1724566484153177e-05,1,3,/wiki/Stochastisches_System
931,Satz von Howe-Moore,1119,1065,974,1134,0.00047132757266302064,0.00016441659511497492,1.1724566484153158e-05,1,3,/wiki/Satz_von_Howe-Moore
929,Multiplikativer Ergodensatz,1118,1065,974,1134,0.00047132757266302064,0.00016441659511497492,1.172456648415316e-05,1,3,/wiki/Multiplikativer_Ergodensatz
737,German tank problem,827,1067,1176,969,0.0004213897704150116,0.0001636875053442451,6.405110777361067e-05,2,12,/wiki/German_tank_problem
598,Autokovarianzfunktion,1004,1068,1131,1134,0.00043633570280595844,0.00016319723238751685,2.0672520193726952e-05,1,14,/wiki/Autokovarianzfunktion
83,Komonotone Zufallsvariablen,975,1069,1078,969,0.0004464499673771845,0.00016297989748173192,2.5106273552522316e-05,2,7,/wiki/Komonotone_Zufallsvariablen
985,Fehlerbalken,1082,1070,1003,969,0.0004663437249613474,0.00016188431778233338,1.4000682942405186e-05,2,6,/wiki/Fehlerbalken
1025,Schätzintervall,1082,1070,1003,969,0.0004663437249613474,0.00016188431778233338,1.4000682942405186e-05,2,47,/wiki/Sch%C3%A4tzintervall
952,Lokal-endliches Maß,988,1072,1028,969,0.0004595960096937196,0.000161701475222817,2.312463967817247e-05,2,6,/wiki/Lokal-endliches_Ma%C3%9F
1163,Hyperexponentialverteilung,995,1073,1082,969,0.0004453937569388806,0.00016115601957133145,2.2386445132473696e-05,2,66,/wiki/Hyperexponentialverteilung
1117,Null-rekurrente Markow-Kette,974,1074,1148,1134,0.0004284576130601079,0.00016093344633941664,2.5678657281816628e-05,1,11,/wiki/Null-rekurrente_Markow-Kette
28,Dimensionsverdopplungssatz,1015,1075,1034,969,0.00045690943901571465,0.0001607705752813501,1.800253313789069e-05,2,4,/wiki/Dimensionsverdopplungssatz
709,Ungleichung von Ottaviani-Skorokhod,981,1076,1044,833,0.0004522856756876389,0.00016076355416523824,2.4044249144346168e-05,3,8,/wiki/Ungleichung_von_Ottaviani-Skorokhod
849,Vektorprozess,1122,1077,1022,969,0.00046066926361538796,0.00015925266626350785,1.1626702211917258e-05,2,7,/wiki/Vektorprozess
690,Bernstein-Ungleichung (Stochastik),1124,1078,1015,969,0.00046283115531900004,0.0001589178936134906,1.124715920549204e-05,2,5,/wiki/Bernstein-Ungleichung_(Stochastik)
59,Gaußscher Wahrscheinlichkeitsraum,943,1079,1110,969,0.0004376794347097057,0.00015869588329484665,3.147818782338511e-05,2,8,/wiki/Gau%C3%9Fscher_Wahrscheinlichkeitsraum
396,Satz von Feldman-Hájek,943,1080,1111,969,0.00043767943470970563,0.0001586958832948466,3.147818782338511e-05,2,8,/wiki/Satz_von_Feldman-H%C3%A1jek
708,Mehrdimensionale Tschebyscheffsche Ungleichung,978,1081,1052,969,0.00044891776819603517,0.00015850919702019352,2.4385876257813743e-05,2,5,/wiki/Mehrdimensionale_Tschebyscheffsche_Ungleichung
769,Freie Poisson-Verteilung,868,1082,1157,969,0.00042341260360822456,0.00015818569939789423,5.15452096503346e-05,2,10,/wiki/Freie_Poisson-Verteilung
551,Satz von Kolmogorow-Tschenzow,1003,1083,1075,833,0.0004469672308217932,0.0001573586324383596,2.0837671391861646e-05,3,11,/wiki/Satz_von_Kolmogorow-Tschenzow
809,Fehlerkorrekturmodell,1102,1084,1036,969,0.0004566030917864198,0.00015687212937827986,1.1725067664832896e-05,2,10,/wiki/Fehlerkorrekturmodell
476,Maximalinvariante Statistik,1125,1085,1018,969,0.00046208585555198044,0.00015677242050285883,1.100543521026454e-05,2,5,/wiki/Maximalinvariante_Statistik
704,Kunita-Watanabe-Ungleichung,1126,1086,1017,969,0.00046208585555198087,0.0001567724205028588,1.1005435210264535e-05,2,5,/wiki/Kunita-Watanabe-Ungleichung
1002,Lineare Paneldatenmodelle,968,1087,1132,833,0.00043551010287061525,0.00015624558397966829,2.6628145057656215e-05,3,18,/wiki/Lineare_Paneldatenmodelle
826,NARCH-Modell,1009,1088,1072,969,0.0004474079057224692,0.00015584015965265747,1.9718647022286612e-05,2,10,/wiki/NARCH-Modell
466,Equalizer Rule,999,1089,1113,724,0.00043663381279104103,0.00015578801518375315,2.1546059672095715e-05,4,21,/wiki/Equalizer_Rule
31,Empirische Verteilung (zufälliges Maß),955,1090,1134,833,0.00043436038656220814,0.00015540048797849044,2.9426606653435395e-05,3,17,/wiki/Empirische_Verteilung_(zuf%C3%A4lliges_Ma%C3%9F)
632,Lévyprozess,950,1091,1136,833,0.000428971021742615,0.0001552140562909279,3.089589947813744e-05,3,21,/wiki/L%C3%A9vyprozess
452,Approximativer Konfidenzbereich,1027,1092,1074,833,0.00044699421884436855,0.00015452171876090615,1.6808068764930994e-05,3,11,/wiki/Approximativer_Konfidenzbereich
1268,Vuong-Test,1084,1093,1087,969,0.00044470324493104443,0.0001543090491915711,1.3868386539392322e-05,2,7,/wiki/Vuong-Test
714,Šidák-Ungleichung,1075,1094,1093,969,0.0004435907333022766,0.00015334465272236593,1.5032318550538101e-05,2,8,/wiki/%C5%A0id%C3%A1k-Ungleichung
739,Gesetz der totalen Wahrscheinlichkeit,1080,1095,1084,969,0.0004450596526984403,0.00015326870124609808,1.4266271227785345e-05,2,21,/wiki/Gesetz_der_totalen_Wahrscheinlichkeit
1261,Kovarianzanalyse (Statistik),967,1096,1137,969,0.0004286502955895054,0.00015312323715118602,2.707584750759586e-05,2,10,/wiki/Kovarianzanalyse_(Statistik)
879,Multipler Korrelationskoeffizient,1100,1097,1043,833,0.0004530523759855123,0.00015299559084790934,1.2230143945239219e-05,3,5,/wiki/Multipler_Korrelationskoeffizient
573,Satz von Paley-Wiener-Zygmund,1026,1098,1088,969,0.000444217510154167,0.00015253834702899188,1.689140259531361e-05,2,5,/wiki/Satz_von_Paley-Wiener-Zygmund
109,Markow-Operator,1078,1099,1079,969,0.0004461030312698488,0.00015165361480580668,1.4664789689262434e-05,2,10,/wiki/Markow-Operator
185,Stochastischer Fluss,1127,1100,1040,969,0.00045368429454194464,0.00015159740856392955,1.057048986662533e-05,2,6,/wiki/Stochastischer_Fluss
874,Kreuzentropie,1032,1101,1109,969,0.00043821844840723234,0.00015043904707498683,1.591301473760825e-05,2,13,/wiki/Kreuzentropie
434,Überdeckungslemma von Wiener,1128,1102,1042,969,0.0004531995890990579,0.00015040331078877998,1.044344788013597e-05,2,7,/wiki/%C3%9Cberdeckungslemma_von_Wiener
575,Satz von Pólya (charakteristische Funktionen),891,1103,1195,969,0.0004147193320298215,0.00014969047401399804,4.388523538048414e-05,2,28,/wiki/Satz_von_P%C3%B3lya_(charakteristische_Funktionen)
347,Fortsetzungssatz von Choquet,1129,1105,1063,1134,0.0004488834025362099,0.00014962780084537417,1.0439148896189538e-05,1,4,/wiki/Fortsetzungssatz_von_Choquet
320,Bairesche Klasse,1137,1105,1063,1134,0.0004488834025362099,0.00014962780084537417,1.0439148896189535e-05,1,4,/wiki/Bairesche_Klasse
336,Drei Prinzipien von Littlewood,1137,1105,1063,1134,0.0004488834025362099,0.00014962780084537417,1.0439148896189535e-05,1,4,/wiki/Drei_Prinzipien_von_Littlewood
271,Anderson Gray McKendrick,1141,1107,1063,1134,0.0004488834025362099,0.00014962780084537414,1.0439148896189528e-05,1,4,/wiki/Anderson_Gray_McKendrick
311,Helmut Rieder,1132,1107,1063,1134,0.0004488834025362099,0.00014962780084537414,1.0439148896189536e-05,1,4,/wiki/Helmut_Rieder
168,Sequenzielle Monte-Carlo-Methode,1140,1110,1063,1134,0.0004488834025362099,0.00014962780084537412,1.043914889618953e-05,1,4,/wiki/Sequenzielle_Monte-Carlo-Methode
1017,Parzen-Tree Estimator,1144,1110,1055,1134,0.00044888340253621017,0.00014962780084537412,1.0439148896189521e-05,1,4,/wiki/Parzen-Tree_Estimator
516,Satz von Ajtai-Komlós-Tusnády,1132,1110,1067,1134,0.00044888340253620984,0.00014962780084537412,1.0439148896189536e-05,1,4,/wiki/Satz_von_Ajtai-Koml%C3%B3s-Tusn%C3%A1dy
255,Johannes Kerstan,1143,1110,1063,1134,0.0004488834025362099,0.00014962780084537412,1.0439148896189526e-05,1,4,/wiki/Johannes_Kerstan
736,Geometrische Wahrscheinlichkeit,1132,1116,1058,1134,0.00044888340253621,0.0001496278008453741,1.0439148896189536e-05,1,4,/wiki/Geometrische_Wahrscheinlichkeit
656,Regenerativer Prozess,1132,1116,1069,1134,0.0004488834025362098,0.0001496278008453741,1.0439148896189536e-05,1,4,/wiki/Regenerativer_Prozess
869,Kollektives Modell,1139,1116,1055,1134,0.00044888340253621017,0.0001496278008453741,1.0439148896189533e-05,1,4,/wiki/Kollektives_Modell
406,Satz von Steinhaus,1137,1116,1067,1134,0.00044888340253620984,0.0001496278008453741,1.0439148896189535e-05,1,4,/wiki/Satz_von_Steinhaus
717,Analytischer Grenzwertbegriff,1132,1116,1058,1134,0.00044888340253621,0.0001496278008453741,1.0439148896189536e-05,1,4,/wiki/Analytischer_Grenzwertbegriff
817,Jahresgang,1132,1116,1055,1134,0.00044888340253621017,0.0001496278008453741,1.0439148896189536e-05,1,4,/wiki/Jahresgang
923,Lemma von Rochlin,1141,1116,1055,1134,0.00044888340253621017,0.0001496278008453741,1.0439148896189528e-05,1,4,/wiki/Lemma_von_Rochlin
1148,Crystal-Ball-Funktion,1145,1120,1055,1134,0.00044888340253621017,0.000149627800845374,1.0439148896189511e-05,1,4,/wiki/Crystal-Ball-Funktion
1155,Fishersche z-Verteilung,861,1121,1212,969,0.0004078529171520916,0.00014923963264977384,5.208182621467468e-05,2,38,/wiki/Fishersche_z-Verteilung
986,Fehlerbalkendiagramm,987,1122,1186,1134,0.00041650524794461494,0.00014907397362896939,2.3243047947869326e-05,1,6,/wiki/Fehlerbalkendiagramm
1232,Normalverteilungstest,1079,1123,1098,969,0.0004412187927619925,0.00014832799654150946,1.4441432556060363e-05,2,116,/wiki/Normalverteilungstest
449,Spektraldichteschätzung,1146,1124,1071,969,0.00044786782922730435,0.0001481053273368473,1.0280285069954257e-05,2,9,/wiki/Spektraldichtesch%C3%A4tzung
481,Neyman-Pearson-Verlustfunktion,976,1125,1204,1134,0.00041319799549492225,0.00014749059522092174,2.472503701775306e-05,1,16,/wiki/Neyman-Pearson-Verlustfunktion
504,Stichprobenmedian,1073,1126,1107,833,0.0004385315003231104,0.0001469874583236035,1.5079821796201787e-05,3,11,/wiki/Stichprobenmedian
973,Äquivalentes Maß,918,1127,1184,1134,0.0004171707788823688,0.00014667817341519474,3.740493711947879e-05,1,24,/wiki/%C3%84quivalentes_Ma%C3%9F
585,Satz von der stetigen Abbildung,1147,1128,1083,969,0.00044524871911486393,0.00014657661418279356,1.015477659518234e-05,2,7,/wiki/Satz_von_der_stetigen_Abbildung
524,Satz von Bichteler-Dellacherie,1023,1129,1138,969,0.0004285816527320693,0.00014549727035664643,1.723527266190954e-05,2,12,/wiki/Satz_von_Bichteler-Dellacherie
1164,Inverse Betaverteilung,863,1130,1218,969,0.00040414802869250893,0.00014519846437928,5.204464626913887e-05,2,66,/wiki/Inverse_Betaverteilung
1070,Konservativer Test,1007,1131,1158,1134,0.0004230952231314674,0.00014515655515995587,2.0370520526285327e-05,1,64,/wiki/Konservativer_Test
616,Anwendung von Gaußprozessen,979,1132,1185,969,0.0004166767907543432,0.0001449849651331956,2.425801282570861e-05,2,24,/wiki/Anwendung_von_Gau%C3%9Fprozessen
1184,Von-Mises-Verteilung,869,1133,1219,969,0.00040396903799224575,0.00014476028747243883,5.133346182571484e-05,2,67,/wiki/Von-Mises-Verteilung
1183,Verschobene Pareto-Verteilung,874,1134,1220,969,0.00040373815397802635,0.0001444145370912366,4.962019584516717e-05,2,70,/wiki/Verschobene_Pareto-Verteilung
104,Lokale Grenzwertsätze,1008,1135,1150,969,0.0004270472232544583,0.00014409954226752883,1.975335727636694e-05,2,9,/wiki/Lokale_Grenzwerts%C3%A4tze
553,Satz von Komlós,1151,1136,1102,969,0.00043990573448548565,0.00014350031487278428,9.90365514232895e-06,2,7,/wiki/Satz_von_Koml%C3%B3s
